Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
8	74851404	74884522	TCEB1
8	128747680	128753674	MYC
17	40465342	40540586	STAT3
17	76783463	76837523	USP36
9	117085336	117088755	ORM1
1	110943871	110950564	LAMTOR5
19	54754263	54761164	LILRB5
14	74424713	74486102	ENTPD5
11	129939732	130014699	APLP2
11	289135	296107	ATHL1
19	16466050	16582896	EPS15L1
9	117092149	117095532	ORM2
4	100869243	100871545	H2AFZ
1	111059839	111061797	KCNA10
22	50781733	50883514	PPP6R2
1	16010827	16061264	PLEKHM2
3	37284668	37408242	GOLGA4
12	21917889	21928515	KCNJ8
3	101442769	101489406	CEP97
X	111017543	111326004	TRPC5
1	111136202	111174096	KCNA2
11	307631	315272	IFITM2
8	74884672	74895018	TMEM70
2	242254515	242293442	SEPT2
1	111214310	111217655	KCNA3
11	313506	315272	IFITM1
11	319669	327537	IFITM3
1	111415775	111442550	CD53
HSCHR6_MHC_DBB	32072259	32073843	FKBPL
17	17584787	17714767	RAI1
2	136499189	136542625	UBXN4
20	37101459	37207504	RALGAPB
19	4044362	4066943	ZBTB7A
11	47681143	47736941	AGBL2
1	156117157	156147543	SEMA4A
1	38268616	38273857	YRDC
1	111489807	111506701	LRIF1
12	21950335	22094336	ABCC9
3	101498046	101547073	NXPE3
1	38272651	38275126	C1orf122
4	69176105	69215807	YTHDC1
19	4090319	4124126	MAP2K2
8	130851839	131029375	FAM49B
16	90071273	90086536	DBNDD1
5	140345820	140391936	PCDHAC2
3	185000729	185206885	MAP3K13
1	38275239	38325292	MTF1
7	102553438	102585396	LRRC17
15	85198360	85201794	NMB
3	48663156	48672926	SLC26A6
3	127291912	127317094	TPRA1
11	392614	404908	PKP3
12	105501102	105562912	KIAA1033
6	31079000	31080336	C6orf15
22	50883429	50913454	SBF1
7	94285637	94299007	PEG10
11	85668727	85780924	PICALM
15	85212775	85259947	SEC11A
6	31082527	31107869	PSORS1C1
8	74903587	74941322	LY96
16	20621565	20808903	ACSM3
HSCHR6_MHC_DBB	32096994	32101885	PPT2
19	54777675	54785039	LILRB2
7	102715328	102740205	ARMC10
2	44039611	44066004	ABCG5
4	101316498	101801283	EMCN
5	179289066	179334859	TBC1D9B
7	27778950	27884183	TAX1BP1
1	38326369	38412729	INPP5B
5	140430979	140433512	PCDHB1
16	90086037	90111383	GAS8
X	112017731	112084043	AMOT
1	111682249	111727724	CEPT1
9	117164360	117267730	DFNB31
5	140480234	140483406	PCDHB3
17	7163222	7167302	CLDN7
7	64330550	64391344	ZNF273
1	156163880	156182587	SLC25A44
20	37377085	37400834	ACTR5
5	140514800	140517703	PCDHB5
12	100967461	101022064	GAS2L3
7	94536514	94925727	PPP1R9A
2	136545410	136594750	LCT
HSCHR6_MHC_MCF	32142344	32172461	ATF6B
17	6757180	6857426	ALOX12P2
11	47738072	47788995	FNBP4
9	117350026	117360653	ATP6V1G1
X	152224766	152228827	PNMA3
6	31082867	31088223	CDSN
15	85291866	85349659	ZNF592
12	48235320	48336831	VDR
6	31105313	31107127	PSORS1C2
HG115_PATCH	101928441	101964991	SH2B2
9	117373486	117408702	C9orf91
16	58553855	58663790	CNOT1
1	38422647	38456593	SF3A3
HG115_PATCH	102007152	102069956	PRKRIP1
12	6437923	6451280	TNFRSF1A
HSCHR6_MHC_MCF	32172915	32174499	FKBPL
20	37434348	37551667	PPP1R16B
17	17713713	17740325	SREBF1
1	111729796	111747157	DENND2D
11	405716	417455	SIGIRR
9	117546915	117568406	TNFSF15
8	75233365	75401107	GDAP1
5	140529683	140532868	PCDHB6
9	117656003	117692697	TNFSF8
5	140535577	140538639	PCDHB17
5	79275584	79287082	MTX3
5	60169658	60240900	ERCC8
14	74486056	74549566	CCDC176
15	85359911	85416713	ALPK3
5	140560980	140565793	PCDHB16
X	113818551	114144624	HTR2C
22	50919985	50924869	ADM2
8	131064353	131455906	ASAP1
5	140579183	140582618	PCDHB11
1	16174359	16266955	SPEN
20	37554955	37581703	FAM83D
4	69313167	69363322	TMPRSS11E
11	130029457	130080271	ST14
14	54416454	54425479	BMP4
19	4174106	4182601	SIRT6
11	47799639	47870107	NUP160
3	37493606	37865005	ITGA9
7	64432154	64467062	ZNF117
5	79287134	79379110	THBS4
5	140588269	140591696	PCDHB12
1	156182784	156212874	PMF1
5	140593509	140596993	PCDHB13
7	130020180	130027955	CPA1
X	114238538	114254540	IL13RA2
17	1619817	1641893	WDR81
19	39971052	39984422	TIMM50
17	7184986	7191576	SLC2A4
11	85955586	85989855	EED
15	85427885	85518876	SLC28A1
8	75736772	75767264	PI15
2	242295658	242434256	FARP2
11	130096572	130184581	ZBTB44
5	140698057	140700330	TAF7
4	69512348	69536346	UGT2B15
6	33161365	33168630	RXRB
16	20634559	20710212	ACSM1
4	101944566	102269435	PPP3CA
19	54799854	54809952	LILRA3
1	111743393	111786062	CHI3L2
7	28338940	28865511	CREB5
5	140710252	140892546	PCDHGA1
1	38462442	38471278	FHL3
14	54863567	54886936	CDKN3
8	75896750	75946793	CRISPLD1
12	48357352	48362661	TMEM106C
HSCHR6_MHC_DBB	32236325	32315209	C6orf10
HSCHR6_MHC_MCF	32197644	32216187	PPT2
19	54818353	54824409	LILRA5
1	156211753	156213112	BGLAP
1	38474930	38490496	UTP11L
16	20744986	20753406	THUMPD1
5	140723601	140892546	PCDHGA3
19	54844456	54850421	LILRA4
9	117782806	117880536	TNC
11	130274820	130298888	ADAMTS8
5	179338651	179499118	RNF130
1	16268364	16302627	ZBTB17
2	49189296	49381676	FSHR
2	44113647	44223144	LRPPRC
20	37590942	37668366	DHX35
7	65338254	65424550	VKORC1L1
19	16628700	16653341	CHERP
1	38509523	38512450	POU3F1
10	115438942	115490662	CASP7
6	31110216	31126015	CCHCR1
HSCHR6_MHC_DBB	32336148	32350396	BTNL2
4	69794181	69817509	UGT2A3
1	39303870	39325495	RRAGC
14	105675623	105781926	BRF1
X	152481522	152486115	MAGEA1
16	20791515	20911671	ERI2
HG104_HG975_PATCH	144806103	144815971	FAM83H
17	7466604	7482033	SENP3-EIF4A1
11	130318869	130346532	ADAMTS15
22	50941376	50946135	LMF2
7	65425671	65447301	GUSB
14	24658349	24682679	TM9SF1
9	117904097	118164923	DEC1
6	132129156	132216295	ENPP1
11	86013253	86056969	C11orf73
17	7191571	7197934	YBX2
14	74523553	74551196	ALDH6A1
19	39989535	39999121	DLL3
X	152710178	152736045	TREX2
19	54865362	54882165	LAIR1
16	79336	88321	IL9RP3
5	79407050	79551898	SERINC5
9	118916083	119164601	PAPPA
16	213121	215155	HBZP1
1	111833484	111863188	CHIA
16	58699013	58719008	SLC38A7
7	94926988	95025673	PON1
1	16340523	16346089	HSPB7
11	130745331	130786404	SNX19
3	37903451	38025960	CTDSPL
17	40554470	40575535	PTRF
8	76320149	76479078	HNF4G
8	131792547	132054672	ADCY8
HG104_HG975_PATCH	144873090	144897549	SCRIB
11	448268	491393	PTDSS2
10	99526508	99531709	SFRP5
6	33168222	33172216	SLC39A7
19	4229495	4237528	EBI3
12	53773960	53810230	SP1
17	1646130	1658562	SERPINF2
15	85523671	85682376	PDE8A
12	6456009	6486896	SCNN1A
19	16660642	16683193	SLC35E1
1	39328636	39347289	MYCBP
X	114524293	114542121	LUZP4
7	102937869	102969958	PMPCB
11	86085778	86134151	CCDC81
2	136597196	136633996	MCM6
19	40093164	40098116	LGALS13
HSCHR6_MHC_DBB	32382335	32387545	HLA-DRA
1	156213206	156217881	PAQR6
11	48002113	48189670	PTPRJ
22	50946645	50961901	NCAPH2
12	22199108	22218608	CMAS
16	58741035	58768261	GOT2
10	115511213	115543188	PLEKHS1
5	140772381	140892546	PCDHGA8
7	29034847	29235067	CPVL
1	111956936	111970399	OVGP1
5	140782520	140892546	PCDHGA9
19	40194946	40200084	LGALS14
7	130033612	130082274	CEP41
4	102332443	102995969	BANK1
5	140787770	140892546	PCDHGB6
20	39314488	39317880	MAFB
5	140792743	140892546	PCDHGA10
7	94989256	95025680	PON3
19	16685718	16739873	MED26
1	39456895	39471731	AKIRIN1
HSCHR6_MHC_DBB	32516731	32550833	HLA-DRB1
20	39657458	39753127	TOP1
14	24658363	24682679	TM9SF1
5	179660143	179719099	MAPK9
1	16345370	16360545	CLCNKA
9	119187504	120177348	ASTN2
5	140800762	140891835	PCDHGA11
10	99624757	99790585	CRTAC1
1	111982512	111991998	WDR77
17	7210318	7215774	EIF5A
3	57231944	57260549	HESX1
5	140810185	140892546	PCDHGA12
19	4247076	4269087	CCDC94
8	77593454	77779521	ZFHX4
HSCHR6_MHC_MCF	32208792	32212490	EGFL8
1	156219015	156252620	SMG5
3	48673902	48700348	CELSR3
11	131240373	132206716	NTM
3	127317066	127341276	MCM2
17	1665253	1680868	SERPINF1
17	40610862	40674629	ATP6V0A1
HSCHR6_MHC_DBB	32574291	32596644	HLA-DQA1
5	79703832	79775169	ZFYVE16
X	152713124	152760978	HAUS7
11	494512	507300	RNH1
16	61681146	62070939	CDH8
4	70146217	70160768	UGT2B28
1	111991486	112005395	ATP5F1
6	132269316	132272513	CTGF
17	76849059	76921469	TIMP2
20	39765600	39811629	PLCG1
11	86152150	86383678	ME3
3	38029550	38048679	VILL
12	22216707	22589975	ST8SIA1
1	39491990	39500308	NDUFS5
9	119449581	119463579	TRIM32
3	105085753	105295744	ALCAM
11	49168187	49230222	FOLH1
HSCHR6_MHC_MCF	32212421	32222305	AGPAT1
14	54893654	54908149	CNIH1
9	120466610	120479149	TLR4
19	4304597	4323840	FSD1
12	53817639	53825318	AMHR2
3	57261765	57307496	APPL1
19	40221890	40228668	CLC
1	16370272	16383803	CLCNKB
HG104_HG975_PATCH	144898514	144912029	PUF60
9	121915736	122131745	BRINP1
1	112025970	112106584	ADORA3
2	136664247	136743670	DARS
8	132916335	133025889	EFR3A
HSCHR6_MHC_MCF	32222563	32225000	RNF5
14	24678789	24683075	CHMP4A
X	114795501	114885181	PLS3
12	53835389	53840429	PRR13
5	140855580	140892542	PCDHGC3
19	16741562	16771253	SMIM7
5	140864741	140892546	PCDHGC4
11	86502101	86663952	PRSS23
2	242432089	242449145	STK25
19	40315990	40324841	DYRK1B
1	112084840	112259313	RAP1A
12	48366748	48398269	COL2A1
10	6469105	6622263	PRKCQ
7	65540785	65558545	ASL
1	16450832	16482582	EPHA2
7	95034175	95064510	PON2
4	103172198	103352415	SLC39A8
16	20911190	20936328	LYRM1
1	112223252	112298446	FAM212B
4	70345883	70391732	UGT2B4
19	54926393	54948080	TTYH1
11	86656721	86666433	FZD4
7	29161890	29553944	CHN2
14	54941202	54955914	GMFB
4	70454135	70518965	UGT2A1
HSCHR6_MHC_MCF	32225175	32228531	AGER
16	64977656	65160015	CDH11
1	112297867	112310638	DDX20
15	85923802	86292586	AKAP13
6	132617194	132722684	MOXD1
17	76967320	76976191	LGALS3BP
7	130126012	130146133	MEST
8	133073733	133123406	HHLA1
8	77892494	77913280	PEX2
11	86748886	87034800	TMEM135
3	185300284	185351339	SENP2
3	193310933	193415612	OPA1
6	132767006	132834337	STX7
16	20944433	21170762	DNAH3
12	6484211	6500733	LTBR
X	152760397	152775012	BGN
17	7214643	7218883	GPS2
19	54960065	54973217	LENG8
8	79428374	79517502	PKIA
1	112313284	112531777	KCND3
6	132909731	132910877	TAAR5
14	74752126	74769759	ABCD4
6	132938161	132945414	TAAR2
4	70454912	70518967	UGT2A1
14	54976530	55005567	CGRRF1
10	99894387	100004654	R3HCC1L
6	133002729	133035188	VNN1
8	79578282	79632000	ZC2HC1A
22	50961997	50964868	SCO2
11	55029658	55038595	TRIM48
1	112938803	113006078	CTTNBP2NL
1	16558195	16563657	RSG1
4	70586880	70653679	SULT1B1
3	38048987	38071253	PLCD1
5	179727690	179780387	GFPT2
12	101673887	101780394	UTP20
7	102952921	102985320	DNAJC2
7	65579591	65619555	CRCP
19	4324040	4342783	STAP2
1	16573334	16678949	FBXO42
1	113009163	113072787	WNT2B
8	79587978	79717758	IL7
17	1682779	1733928	SMYD4
11	87846410	87908635	RAB38
19	55009100	55021897	LAIR2
22	50964181	50968485	TYMP
20	39807088	39946312	ZHX3
16	66400533	66438686	CDH5
4	70676498	70725870	SULT1E1
14	24686058	24701660	NEDD8
1	16679070	16724640	SZRD1
5	61601989	61833076	KIF2A
6	133043926	133055904	VNN3
3	48701364	48723797	NCKIPSD
19	55043909	55057053	KIR3DX1
8	80523049	80578410	STMN2
9	123151147	123342448	CDK5RAP2
4	103422486	103538459	NFKB1
3	105374305	105588396	CBLB
11	55702932	55703876	OR5I1
11	88026760	88070955	CTSC
19	16940211	16991164	SIN3B
12	53835525	53874946	PCBP2
2	242523820	242576864	THAP4
19	4360367	4400544	SH3GL1
19	55084387	55099027	LILRA2
4	70796799	70812289	CSN1S1
2	136871919	136875735	CXCR4
14	55033815	55260033	SAMD4A
5	179921412	180005405	CNOT6
8	133133108	133493200	KCNQ3
16	66461200	66527432	BEAN1
12	22601517	22697480	C2CD5
16	21169698	21191937	TMEM159
12	6554033	6560884	CD27
3	127348024	127391652	PODXL2
14	24701628	24708448	GMPR2
7	65670186	65885530	TPST1
22	51007290	51017899	CPT1B
12	48436681	48500091	SENP1
X	115301975	115306225	AGTR2
8	133584320	133687838	LRRC6
15	86302554	86338261	KLHL25
17	76987799	77005949	CANT1
1	16767167	16786573	NECAP2
16	21208773	21225831	ZP2
X	115567790	115592625	SLC6A14
12	6560856	6575683	TAPBPL
9	123363091	123476748	MEGF9
19	4402659	4445015	CHAF1A
10	13685706	14504141	FRMD4A
8	80676245	80680098	HEY1
17	1732996	1803376	RPA1
7	66093868	66276446	KCTD7
9	123514256	123555690	FBXW2
16	66541906	66586447	TK2
17	17746828	17875736	TOM1L2
2	242576628	242613272	ATG4B
11	88237744	88799113	GRM5
HSCHR6_MHC_MCF	32228948	32234390	PBX2
7	95107756	95169544	ASB4
16	21250195	21314404	CRYM
14	55308726	55369570	GCH1
9	123577774	123605262	PSMD5
X	152783134	152848397	ATP2B3
HSCHR6_MHC_MCF	32234970	32239727	GPSM3
19	16999671	17003417	F2RL3
1	156278759	156337664	CCT3
19	55085346	55148979	LILRB1
19	4444996	4457819	UBXN6
3	38080696	38165516	DLEC1
HSCHR6_MHC_MCF	32239047	32268294	NOTCH4
15	88418230	88799999	NTRK3
1	39546988	39952849	MACF1
2	138721590	138773930	HNMT
3	48725436	48777786	IP6K2
4	103552660	103682151	MANBA
16	21413558	21459888	NPIPB3
9	123664671	123691451	TRAF1
5	180028506	180076624	FLT4
11	57001051	57004709	APLNR
4	70820974	70826725	CSN2
22	51017378	51039884	CHKB
1	113066140	113163447	ST7L
17	77018896	77045870	C1QTNF1
4	70861647	70868287	STATH
7	29959719	30029905	SCRN1
16	66586466	66600154	CKLF
9	123714616	123812554	C5
HSCHR6_MHC_MCF	32360675	32415872	C6orf10
12	6571403	6580153	VAMP1
6	31126319	31134936	TCF19
7	30050203	30066300	FKBP14
11	57093459	57103351	SSRP1
8	80830952	80942524	MRPS28
7	102984701	103009842	PSMC2
11	57105848	57138073	P2RX3
8	133787618	133861052	PHF20L1
14	105766900	105864484	PACS2
11	57144242	57148623	PRG3
4	70894130	70902255	HTN3
7	95212811	95225803	PDK4
11	57154267	57158130	PRG2
16	21608539	21668794	METTL9
7	66147151	66276451	RABGEF1
22	51039114	51052409	MAPK8IP2
11	132284871	133402414	OPCML
16	66586490	66613038	CKLF-CMTM1
6	133065009	133084598	VNN2
20	40701392	41818610	PTPRT
10	100175955	100206684	HPS1
7	130146089	130353598	COPG2
11	89057524	89322779	NOX4
1	113161795	113214241	CAPZA1
HSCHR6_MHC_MCF	32436807	32451073	BTNL2
14	24708849	24711880	TINF2
HSCHR6_MHC_MCF	32482996	32488206	HLA-DRA
11	57174427	57195053	SLC43A3
14	55405668	55493823	WDHD1
7	95401866	95739634	DYNC1I1
15	89002707	89010650	MRPL46
16	21652609	21663981	IGSF6
9	123837141	123939888	CNTRL
15	89010684	89022222	MRPS11
5	180217541	180242652	MGAT1
5	61683081	61699766	DIMT1
3	107241783	107530171	BBX
HSCHR6_MHC_MCF	32631439	32652184	HLA-DQA1
19	55105047	55113555	LILRA1
17	17876127	17920203	LRRC48
14	74769772	74826711	VRTN
8	80870571	81143467	TPD52
20	42086568	42092245	SRSF6
11	133938820	134021896	JAM3
2	242615157	242626406	DTYMK
7	66386212	66423538	TMEM248
14	74942895	74960880	NPC2
1	113215763	113243368	MOV10
6	31132119	31148508	POU5F1
1	17066768	17299474	CROCC
2	50145643	51259674	NRXN1
1	156339003	156355011	RHBG
19	55155340	55181810	LILRB4
3	57542003	57552571	PDE12
3	127407909	127542051	MGLL
9	123940415	123985292	RAB14
22	51061182	51066607	ARSA
20	42136320	42179590	L3MBTL1
3	57557090	57583947	ARF4
3	38144620	38178733	ACAA1
4	70916119	70924562	HTN1
6	133135580	133138703	RPS12
19	17186591	17325346	MYO9B
1	17300997	17307330	MFAP2
11	134020014	134095348	NCAPD3
12	6602522	6641121	NCAPD2
12	22778009	22843599	ETNK1
17	77071021	77084681	ENGASE
4	103715540	103790053	UBE2D3
7	130794855	131181395	MKLN1
17	1945327	1946724	OVCA2
HSCHR6_MHC_MCF	32658022	32667070	HLA-DQB1
11	57252007	57283259	SLC43A1
19	4542600	4559820	SEMA6B
15	89054790	89089906	DET1
17	1957448	1962981	HIC1
15	89164527	89175513	AEN
1	39876151	39882154	KIAA0754
X	117480036	117583924	WDR44
1	39957318	39991607	BMP8A
19	4641386	4670382	C19orf10
15	89179384	89199714	ISG20
12	53874274	53893847	MAP3K12
1	17312453	17338423	ATP13A2
3	48782030	48885279	PRKAR2A
22	51176624	51183762	ACR
16	66637777	66647795	CMTM3
2	140988992	142889270	LRP1B
19	55235969	55378448	KIR3DL1
HSCHR6_MHC_MCF	32757661	32765119	HLA-DQB2
1	113243728	113250056	RHOC
14	24718320	24733638	TGM1
7	66460160	66704501	TYW1
6	133561736	133853258	EYA4
17	1963133	2207065	SMG6
1	156374042	156400493	C1orf61
3	127770484	127790526	SEC61A1
11	57295936	57298276	TIMM10
4	71062213	71070293	ODAM
1	40026488	40042462	PABPC4
15	89346674	89418585	ACAN
11	89530823	89541743	TRIM49
14	55493948	55516206	SOCS4
11	57319129	57335757	UBE2L6
7	30464143	30518400	NOD1
19	17326155	17330638	USE1
14	55518349	55536910	MAPK1IP1L
4	71108305	71117145	CSN3
9	123970072	124095121	GSN
4	71226478	71232875	SMR3A
14	55590828	55612126	LGALS3
4	71235810	71255961	SMR3B
7	30536237	30591095	GGCT
4	71263599	71275911	PROL1
5	180326077	180377906	BTNL8
11	134094539	134117686	VPS26B
11	57364860	57382326	SERPING1
8	133879203	134147147	TG
16	66754796	66785701	DYNC1LI2
14	105886159	105937066	MTA1
11	89864683	89926062	NAALAD2
3	48894369	48936426	SLC25A20
12	23682440	24103966	SOX5
20	42187608	42216877	SGK2
HSCHR6_MHC_MCF	32814044	32818329	HLA-DOB
19	55235984	55248003	KIR3DL3
11	134118173	134123264	THYN1
1	17345217	17380665	SDHB
9	124101355	124132531	STOM
X	117629861	117820126	DOCK11
HSCHR6_MHC_MCF	32823109	32840035	TAP2
7	69063905	70258054	AUTS2
1	40089825	40105617	HEYL
6	31236526	31239907	HLA-C
X	152907946	152916781	DUSP9
17	17880723	17942523	ATPAF2
14	24734744	24740945	RABGGTA
1	17393256	17445948	PADI2
1	113454469	113499635	SLC16A1
HSCHR6_MHC_COX	29788431	29792600	HLA-G
5	180415845	180433727	BTNL3
19	55236002	55325972	KIR2DL4
HSCHR6_MHC_MCF	32841974	32845960	PSMB8
12	48498922	48540187	PFKM
19	17337013	17340028	OCEL1
11	134123389	134135749	ACAD8
7	131185021	131242976	PODXL
14	55614830	55658396	DLGAP5
16	21963981	21994981	UQCRC2
1	113615831	113674882	LRIG2
4	71296209	71348714	MUC7
HSCHR6_MHC_MCF	32845393	32880808	PSMB9
11	89934328	89956532	CHORDC1
15	89441916	89456642	MFGE8
7	95749532	95951459	SLC25A13
7	30634297	30673649	GARS
11	57416465	57429340	CLP1
1	156433519	156470620	MEF2D
1	40144320	40157361	HPCAL4
8	81397854	81438500	ZBTB10
9	124894745	124922098	NDUFA8
19	4815944	4831716	TICAM1
HSCHR6_MHC_MCF	32846466	32855235	TAP1
20	42219571	42275936	IFT52
1	17531621	17572500	PADI1
11	57435219	57468659	ZDHHC5
17	7239848	7254797	ACAP1
10	100218875	100995619	HPSE2
12	53894705	53900215	TARBP2
7	30692200	30739745	CRHR2
1	17575593	17610728	PADI3
19	4838353	4867780	PLIN3
6	134210276	134216691	TCF21
1	40157854	40229586	PPIE
4	71457973	71473005	AMBN
14	92582466	92588261	NDUFB1
1	17634690	17690499	PADI4
14	74964873	75079306	LTBP2
15	89630690	89745591	ABHD2
4	103790135	103810399	CISD2
12	6643093	6647537	GAPDH
17	77751931	77761782	CBX2
9	124964856	124991905	LHX6
3	38179969	38184513	MYD88
1	113933371	114228545	MAGI3
20	42295754	42345136	MYBL2
3	107762145	107809872	CD47
HSCHR6_MHC_MCF	32935860	32954358	HLA-DMB
11	57480072	57508445	TMX2
8	81880045	82024303	PAG1
3	127783621	127872757	RUVBL1
19	17342692	17356749	NR2F6
1	40222854	40254533	BMP8B
15	89753100	89764982	RLBP1
2	143635067	143799890	KYNU
8	82192598	82197012	FABP5
6	134273308	134311570	TBPL1
1	40235195	40237020	OXCT2
8	134048973	134115298	SLA
19	55281263	55295774	KIR2DL1
17	17942606	17971718	GID4
2	242792033	242801060	PDCD1
20	42543504	42698256	TOX2
8	82352561	82359758	PMP2
HSCHR6_MHC_MCF	32949846	32971961	HLA-DMA
5	61808070	61808309	CKS1B
19	55344131	55360024	KIR2DS4
3	38206580	38296979	OXSR1
17	7283853	7293093	TNK1
17	77765931	77775482	CBX8
4	71521258	71547534	IGJ
1	17733256	17766220	RCC2
5	180649499	180662809	TRIM41
17	41322498	41363708	NBR1
19	4969125	5153606	KDM4B
8	82390654	82395498	FABP4
11	92702886	92718232	MTNR1B
3	48956254	49023815	ARIH2
1	40306723	40349183	TRIT1
6	31321649	31324965	HLA-B
4	71554196	71556267	UTP3
14	24759804	24769039	DHRS1
9	125132824	125157982	PTGS1
X	152953554	152962048	SLC6A8
1	114239453	114302111	PHTF1
7	30893010	30965131	AQP1
17	17991200	18011285	DRG2
5	63256183	63258334	HTR1A
16	66836778	66907159	NAE1
15	89787180	89860492	FANCI
7	30893010	30963427	AQP1
7	96110938	96339203	SHFM1
8	134203282	134242587	WISP1
7	30978284	31032869	GHRHR
4	71569921	71673032	RUFY3
10	101088856	101154087	CNNM1
14	55738021	55828636	FBXO34
17	2206677	2228554	SRR
11	134201768	134248235	GLB1L2
14	55833110	55878576	ATG14
1	114304454	114355098	RSBN1
7	132469629	132766848	CHCHD3
1	17866330	18024369	ARHGEF10L
9	125560668	125590910	PDCL
6	134490384	134639250	SGK1
3	127872297	128127485	EEFSEC
20	42740335	42816218	JPH2
3	38307303	38319806	SLC22A13
11	134248398	134281812	B3GAT1
14	75120140	75179818	AREL1
20	42825136	42839431	OSER1
17	77806955	77813228	CBX4
3	128198270	128212028	GATA2
14	24774302	24780636	CIDEB
7	103112231	103629963	RELN
20	42875887	42909013	GDAP1L1
19	17378159	17392058	BABAM1
3	38323785	38360066	SLC22A14
7	96634860	96640351	DLX6
19	5158506	5340814	PTPRS
14	105939299	105946499	CRIP2
8	82570196	82598928	IMPA1
1	40361098	40367928	MYCL
14	24774940	24781259	LTB4R2
17	77906142	78009647	TBC1D16
9	125606835	125667620	RC3H2
11	93211638	93276674	SMCO4
16	66878282	66888056	CA7
12	24964295	25102393	BCAT1
3	107879659	107941417	IFT57
1	114356433	114414381	PTPN22
10	101156627	101190381	GOT1
20	42984340	43061485	HNF4A
3	38388251	38462839	XYLB
9	125670335	125675609	ZBTB6
8	134249414	134314265	NDRG1
1	156564279	156571288	GPATCH4
X	117861535	117928502	IL13RA1
7	96649704	96654409	DLX5
17	7293046	7307416	TMEM256-PLSCR3
16	22217603	22298554	EEF2K
2	143848931	144525921	ARHGAP15
17	2225797	2240801	TSR1
5	180663909	180675096	GNB2L1
7	96745902	96811075	ACN9
14	24778161	24781252	LTB4R2
5	64013971	64064512	SREK1IP1
7	97361220	97369784	TAC1
14	24780656	24787242	LTB4R
1	18081808	18153558	ACTL8
15	89859534	89878092	POLG
X	152965947	152990152	BCAP31
3	108015376	108097132	HHLA2
1	156589086	156595517	HAPLN2
7	31092076	31151089	ADCYAP1R1
20	43104526	43123244	TTPAL
1	18957500	19075360	PAX7
16	22308730	22346424	POLR3E
17	78010435	78074412	CCDC40
11	2161731	2169894	IGF2-AS
14	56025790	56168244	KTN1
16	66942025	66952887	CDH16
8	82613569	82645138	ZFAND1
4	104000592	104021040	BDH2
20	43124862	43150750	SERINC3
12	48541571	48574996	ASB8
12	53901640	54020199	ATF7
17	2240792	2284352	SGSM2
10	101370282	101380366	SLC25A28
5	180681417	180688119	TRIM52
19	17402940	17421045	ABHD8
1	19197926	19229275	ALDH4A1
20	43160426	43252888	PKIG
16	22357257	22448486	CDR2
X	152990323	153010216	ABCD1
1	114447763	114456708	DCLRE1B
3	128338817	128399918	RPN1
19	5455426	5456867	ZNRF4
19	17403418	17417652	MRPL34
3	108099216	108248169	MYH15
